"",Jahr,Ressort,Land,Projekt,Volumen,Haushaltstitel,"Art der Maßnahme"
"",2009,BMZ,Kongo DR,Friedensfonds III,"2.803.559,85 €",86611/89611,zivil
"",2009,BMZ,Kongo DR,Grenzüberschreitendes Wassermanagement im Kongobecken,"938.730,98 €",2301/89603,zivil
"",2009,BMZ,Kongo DR,regionale Friedensallianzen,"525.132,00 €",2302/68702,zivil
"",2009,BMZ,Kongo DR,Friedenssicherung und Konfliktprävention,"777.780,00 €",2302/68702,zivil
"",2009,BMZ,Kongo DR,Strategiefindung u. Beratung d. Zivilgesellschaft (Studie),"72.152,00 €",2302/68702,zivil
"",2009,BMVg,Kongo DR,Abgabe von Sanitätsgerät nach Epl 14 Kapitel 1407 Einnahmen Haushaltsvermerk Nr.12,"9.429,00 €",132 01,zivil
"",2010,AA,Kongo DR,Rule of Law Programme in DRC,"371.837,74 €",0502 687 44,zivil
"",2010,AA,Kongo DR,Prozess gegen Angehörige des kongol. Militärs / FARDC-Five,"15.996,67 €",0502 687 44,zivil
"",2010,AA,Kongo DR,Flughafen Goma,"2.460.000,00 €",0502 687 44,zivil
"",2010,BMZ,Kongo DR,Wiederherstellung und Stabilisierung der Lebensgrundlagen,"970.928,07 €",2301/68706,zivil
"",2010,BMZ,Kongo DR,Wiederherstellung der Lebensgrundlagen und sozialen Zustände,"936.689,15 €",2301/68706,zivil
"",2010,BMZ,Kongo DR,Programm Förderung der privaten Wirtschaft und zivilen Gesellschaft,"67.544,53 €",2301/89603,zivil
"",2010,BMZ,Kongo DR,Unterstützung der Einführung und Umsetzung eines Zertifizierungssystems für mineralische Rohstoffe,"635.188,44 €",2301/89603,zivil
"",2010,BMZ,Kongo DR,Programm Biodiversitätserhalt und nachhaltige Waldbewirtschaftung (TZ-Modul),"2.319.453,71 €",2301/89603,zivil
"",2010,BMZ,Kongo DR,Wirtschaftliche Integration benachteiligter Jugendlicher und junger Erwachsener in Maniema,"1.891.580,55 €",2301/89603,zivil
"",2010,BMZ,Kongo DR,"River Basin Dialogue (RBD) - Stärkung der Handlungskompetenz regionaler Institutionen zum integrierten Ressourcenmanagement ingrenzüberschreitenden Flussgebieten in der SADC Region/ Subsahara Afrika","4.748,00 €",2302/68541,zivil
"",2010,BMZ,Kongo DR,"River Basin Dialogue (RBD) - Stärkung der Handlungskompetenz regionaler Institutionen zum integrierten Ressourcenmanagement ingrenzüberschreitenden Flussgebieten in der SADC Region/ Subsahara Afrika","4.748,00 €",2302/68541,zivil
"",2010,BMZ,Kongo DR,Aufbau und Stärkung von Kapazitäten zur nachhaltigen Bewirtschaftung von Waldressourcen im Kongo-Becken,"58.924,00 €",2302/68541,zivil
"",2010,BMZ,Kongo DR,Verbesserung der Lebenssituation von weibl. Überlebenden sexualisierter Gewalt in DR Kongo,"62.403,00 €",2302/68776,zivil
"",2010,BMZ,Kongo DR,Qualifizierung für eine kirchliche Hochschule in einer Postkonfliktregion (Fortführung),"70.470,14 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,"Qualifizierungsmaßnahmen kirchliche Hochschule (Landwirtschaft, Medizin)in Krisenregion (Fortführung","82.466,20 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,Regionale Entwicklungsförderung mit Schwerpunkt auf Landwirtschaft und Fortbildung (Fortsetzung),"254.368,66 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,Verbesserung der Gesundheitsarbeit in der Gesundheitszone Kimvula (DR-Kongo),"145.800,00 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,"Beitrag zur Stärkung von Politik, Wirtschaft und Gesellschaft in der Demokratischen Republik Kongo","60.408,00 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,Bau und Ausstattung eines Labor- und Unterrichtsgebäudes für eine medizinische Fakultät,"396.115,81 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,Bau und Ausstattung eines neuen Unterrichtsgebäudes einer medizinischen Fakultät im Ost-Kongo,"567.193,46 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,Aids-Bekämpfung durch kirchliche Einrichtungen im Ostkongo,"20.000,00 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,Wiederherstellung einer Wasserkraftanlage für ein Krankenhaus,"44.500,00 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,Ausbildung und Beratung im Gesundheitsbereich im Nordosten der DR Kongo,"87.851,91 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,Erweiterung einer Lehrerfortbildungsstätte für kirchlichen Schulen im Ost-Kongo,"81.405,00 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,"Bildungsqualifizierung, Friedenserziehung, HIV/AIDS Prävention in drei Provinzen","143.116,96 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,Förderung einer umwelt- und sozialverträglichen Ressourcenpolitik in der Provinz Süd-Kivu,"37.500,00 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,Förderung der Menschenrechte in Süd-Kivu / Demokratische Republik Kongo,"90.116,00 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,"Erweiterung der Wasserversorgung in den Regionen Kpandroma, Rethy und Jalusene/Dem. Rep. Kongo","130.000,00 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,"Förderung lokalen Handwerks, Lehrlingsausbildung, Integration ehemaliger Kindersoldaten (Fortführung)","246.387,58 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,"Stärkung der Medien- und Lobbyarbeit ""Stoppt die Gewalt gegen Frauen"" im Ostkongo","36.509,60 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,Qualitätssicherung des höheren Bildungswesens protestantischer Kirchen in langjähriger Krisenregion,"14.598,54 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,Interkulturelles Forschungs- und Dialogprogramm für Frieden+ Entwicklung Schwerpunkt Kivuregion Ff.,"199.892,37 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,"Berufspraktische Ausbildungskurse für Jungen und Mädchen, u.a. für ehemalige Kindersoldaten","157.963,74 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,Lehrerfortbildung und Qualifizierung kirchlicher Primar- und Sekundarschulen in einem Krisengebiet,"379.256,29 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,Ernährungssicherung und Frauenförderung auf einer dicht besiedelten Insel (Fortführung),"103.362,53 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,"Kirchliche Förderung von Demokratie, Dezentralisierung und Selbsthilfe Katanga (Fortführung)","243.220,95 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,Kapazitätsstärkung einer kirchlichen Hochschule mit dem Schwerpunkt Pädagogik und angewandte Technik,"130.000,00 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,Wiederaufbau eines Tagungs- und Begegnungszentrums nach einem Vulkanausbruch,"200,00 €",2302/89604,zivil
"",2010,BMZ,Kongo DR,Sektorprogramm Mikrofinanz,"1.274.453,37 €",86611/89611,zivil
"",2010,BMZ,Kongo DR,Städtische Wasserversorgung Sekundärstädte,"1.232.851,94 €",86611/89611,zivil
"",2010,BMZ,Kongo DR,Unterstützung der Reintegration von Ex-Kombattanten und Flüchtlingen I,"1.266.245,66 €",86611/89611,zivil
"",2010,BMZ,Kongo DR,"Städtische Wasserversorgung Sekundärstädte, Begleitmaßnahme","1.037.050,59 €",86611/89611,zivil
"",2010,BMZ,Kongo DR,Treuhandbeteiligung an der ProCredit Bank,"574.575,05 €",86611/89611,zivil
"",2010,BMZ,Kongo DR,Friedensfonds,"1.281.952,34 €",86611/89611,zivil
"",2010,BMZ,Kongo DR,Friedensfonds II,"639.401,86 €",86611/89611,zivil
"",2010,BMZ,Kongo DR,Friedensfonds III,"13.597.416,85 €",86611/89611,zivil
"",2010,BMZ,Kongo DR,regionale Friedensallianzen,"386.618,00 €",2302/68702,zivil
"",2010,BMZ,Kongo DR,Friedenssicherung und Konfliktprävention,"725.550,00 €",2302/68702,zivil
"",2010,BMZ,Kongo DR,"Begleitung und Vernetzung der ZFD Maßnahmen in der DR Kongo, der Mano River Region und Kamerun","60.000,00 €",2302/68702,zivil
"",2010,BMZ,Kongo DR,"Friedensarbeit, Reintegration v. Flüchtlingen (Flüchtlingsarbeit Große Seen )","844.083,00 €",2302/68702,zivil
"",2010,BMVg,Kongo DR,Abgabe von Sanitätsgerät nach Epl 14 Kapitel 1407 Einnahmen Haushaltsvermerk Nr.12,"8.047,00 €",132 01,zivil
"",2011,AA,Kongo DR,VN Sanktionsregime für COD,"17.359,91 €",0502 687 74,zivil
"",2011,AA,Kongo DR,Flughafen Goma – Rehabilitierung der Runway,"1.620.000,00 €",0502 687 74,zivil
"",2011,BMZ,Kongo DR,Wiederherstellung und Stabilisierung der Lebensgrundlagen,"932.975,76 €",2301/68706,zivil
"",2011,BMZ,Kongo DR,Wiederherstellung der Lebensgrundlagen und sozialen Zustände,"1.034.405,80 €",2301/68706,zivil
"",2011,BMZ,Kongo DR,Armutsminderung durch Ernährungssicherung und Friedenskonsolidierung,"500.000,00 €",2301/68706,zivil
"",2011,BMZ,Kongo DR,Wiederherstellung lokaler Wirtschaftskreisläufe und Konfliktbearbeitung,"696.717,56 €",2301/68706,zivil
"",2011,BMZ,Kongo DR,Programm Förderung der privaten Wirtschaft und zivilen Gesellschaft,"47.239,08 €",2301/89603,zivil
"",2011,BMZ,Kongo DR,Unterstützung der Einführung und Umsetzung eines Zertifizierungssystems für mineralische Rohstoffe,"841.001,80 €",2301/89603,zivil
"",2011,BMZ,Kongo DR,Programm Biodiversitätserhalt und nachhaltige Waldbewirtschaftung (TZ-Modul),"7.083.849,90 €",2301/89603,zivil
"",2011,BMZ,Kongo DR,Wirtschaftliche Integration benachteiligter Jugendlicher und junger Erwachsener in Maniema,"1.721.162,27 €",2301/89603,zivil
"",2011,BMZ,Kongo DR,Verbesserung der Lebenssituation von weibl. Überlebenden sexualisierter Gewalt in DR Kongo,"95.863,00 €",2302/68776,zivil
"",2011,BMZ,Kongo DR,"Schulneubau Tunza la Mayatima, Kongo","64.200,00 €",2302/68776,zivil
"",2011,BMZ,Kongo DR,"Qualifizierungsmaßnahmen kirchliche Hochschule (Landwirtschaft, Medizin)in Krisenregion (Fortführung","30.033,50 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,Regionale Entwicklungsförderung mit Schwerpunkt auf Landwirtschaft und Fortbildung (Fortsetzung),"52.804,55 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,Förderung der lokalen Rechtsberatung und Verteidigung der Menschenrechte im Kivu (Fortführung),"182.570,70 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,Verbesserung der Gesundheitsarbeit in der Gesundheitszone Kimvula (DR-Kongo),"44.993,91 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,"Beitrag zur Stärkung von Politik, Wirtschaft und Gesellschaft in der Demokratischen Republik Kongo","62.318,88 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,Bau und Ausstattung eines Labor- und Unterrichtsgebäudes für eine medizinische Fakultät,"104.930,00 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,Bau und Ausstattung eines neuen Unterrichtsgebäudes einer medizinischen Fakultät im Ost-Kongo,"197.737,47 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,Aids-Bekämpfung durch kirchliche Einrichtungen im Ostkongo,"13.600,00 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,Wiederherstellung einer Wasserkraftanlage für ein Krankenhaus,"12.530,00 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,Ausbildung und Beratung im Gesundheitsbereich im Nordosten der DR Kongo,"43.628,18 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,Selbsthilfeförderung und Erwachsenenbildung in der Region Manianga,"31.479,15 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,Erweiterung einer Lehrerfortbildungsstätte für kirchlichen Schulen im Ost-Kongo,"35.413,27 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,"Bildungsqualifizierung, Friedenserziehung, HIV/AIDS Prävention in drei Provinzen","282.378,44 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,Förderung der Menschenrechte in Süd-Kivu / Demokratische Republik Kongo,"84.967,07 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,"Erweiterung der Wasserversorgung in den Regionen Kpandroma, Rethy und Jalusene/Dem. Rep. Kongo","79.000,00 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,"Förderung lokalen Handwerks, Lehrlingsausbildung, Integration ehemaliger Kindersoldaten (Fortführung)","291.802,80 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,"Stärkung der Medien- und Lobbyarbeit ""Stoppt die Gewalt gegen Frauen"" im Ostkongo","65.195,73 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,Qualitätssicherung des höheren Bildungswesens protestantischer Kirchen in langjähriger Krisenregion,"30.445,95 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,Interkulturelles Forschungs- und Dialogprogramm für Frieden+ Entwicklung Schwerpunkt Kivuregion Ff.,"312.991,49 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,"Berufspraktische Ausbildungskurse für Jungen und Mädchen, u.a. für ehemalige Kindersoldaten","110.351,73 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,Lehrerfortbildung und Qualifizierung kirchlicher Primar- und Sekundarschulen in einem Krisengebiet,"287.563,89 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,Ernährungssicherung und Frauenförderung auf einer dicht besiedelten Insel (Fortführung),"114.746,69 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,"Kirchliche Förderung von Demokratie, Dezentralisierung und Selbsthilfe Katanga (Fortführung)","174.326,43 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,Kapazitätsstärkung einer kirchlichen Hochschule mit dem Schwerpunkt Pädagogik und angewandte Technik,"185.542,06 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,Wiederaufbau eines Tagungs- und Begegnungszentrums nach einem Vulkanausbruch,"426.663,86 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,Hochschul- und Berufsqualifizierung Schwerpunkt Medizin und Umweltmanagement in Post-Konfliktregion,"356.748,61 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,"Förderung der Bürgerbeteiligung an politischen, wirtschaftlichen und gesellschaftlichen Gestaltungsprozessen in der DR Kongo","134.860,00 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,Erweiterung einer kirchlichen Universität im Ostkongo Schwerpunkt Landwirtschaft / Umweltmanagement,"255.483,19 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,"Ausbildung und Basisarbeit für Gemeinwesengesundheit im Nordosten der D.R. Kongo, Fortführung","59.710,40 €",2302/89604,zivil
"",2011,BMZ,Kongo DR,Sektorprogramm Mikrofinanz,"283.411,06 €",86611/89611,zivil
"",2011,BMZ,Kongo DR,Städtische Wasserversorgung Sekundärstädte,"5.519.507,87 €",86611/89611,zivil
"",2011,BMZ,Kongo DR,Unterstützung der Reintegration von Ex-Kombattanten und Flüchtlingen I,"76.855,20 €",86611/89611,zivil
"",2011,BMZ,Kongo DR,Unterstützung des Wahlverfahrens,"-726,56 €",86611/89611,zivil
"",2011,BMZ,Kongo DR,"Städtische Wasserversorgung Sekundärstädte, Begleitmaßnahme","177.018,90 €",86611/89611,zivil
"",2011,BMZ,Kongo DR,Gründung einer Mikrofinanzbank in der DR Kongo (Treuhandmittel),"348.794,72 €",86611/89611,zivil
"",2011,BMZ,Kongo DR,Unterstützung der Reintegration von Ex-Kombattanten und Flüchtlingen II,"83.877,77 €",86611/89611,zivil
"",2011,BMZ,Kongo DR,Friedensfonds,"107.232,59 €",86611/89611,zivil
"",2011,BMZ,Kongo DR,Friedensfonds II,"844.199,42 €",86611/89611,zivil
"",2011,BMZ,Kongo DR,Friedensfonds III,"3.522.047,04 €",86611/89611,zivil
"",2011,BMZ,Kongo DR,Sektorprogramm Mikrofinanz II,"1.250.000,00 €",86611/89611,zivil
"",2011,BMZ,Kongo DR,Friedensfonds IV,"13.732.715,83 €",86611/89611,zivil
"",2011,BMZ,Kongo DR,Friedenssicherung und Konfliktprävention,"568.161,00 €",2302/68702,zivil
"",2011,BMZ,Kongo DR,"Begleitung und Vernetzung der ZFD Maßnahmen in der DR Kongo, der Mano River Region und Kamerun","172.646,00 €",2302/68702,zivil
"",2011,BMVg,Kongo DR,Abgabe von Sanitätsgerät nach Epl 14 Kapitel 1407 Einnahmen Haushaltsvermerk Nr.12,"8.305,00 €",132 01,zivil
"",2012,AA,Kongo DR,Flughafen Goma – Rehabilitierung der Runway,"500.000,00 €",0502 687 74,zivil
"",2012,AA,Kongo DR,"Verbesserung der sozio-ökonomischen, psychologischen und medizinischen Situation von Opfern sexueller Gewalt","37.274,00 €",0502 687 74,zivil
"",2012,BMZ,Kongo DR,Wiederherstellung und Stabilisierung der Lebensgrundlagen,"1.298.720,10 €",2301/68706,zivil
"",2012,BMZ,Kongo DR,Wiederherstellung der Lebensgrundlagen und sozialen Zustände,"238.267,53 €",2301/68706,zivil
"",2012,BMZ,Kongo DR,Armutsminderung durch Ernährungssicherung und Friedenskonsolidierung,"407.660,00 €",2301/68706,zivil
"",2012,BMZ,Kongo DR,Wiederherstellung lokaler Wirtschaftskreisläufe und Konfliktbearbeitung,"1.240.959,82 €",2301/68706,zivil
"",2012,BMZ,Kongo DR,"Förderung der landwirtschaftlichen und sozio-ökonomischen Strukturen zu Gunsten von Rückkehrfamilien, besonders Bedürftigen und Vertriebenenin Burhinyi, Provinz Süd-Kivu","500.000,00 €",2301/68706,zivil
"",2012,BMZ,Kongo DR,Verbesserung der Nahrungsmittelversorgung und des Handels in den Gemeinden Buta und Bondo durch Rehabilitierung der Straße Bondo – Lalu,"750.000,00 €",2301/68706,zivil
"",2012,BMZ,Kongo DR,Verbesserung der Trinkwasser- und Basisgesundheitsversorgung in Mweso,"300.000,00 €",2301/68706,zivil
"",2012,BMZ,Kongo DR,Verbesserung der sozialen und produktiven Lebensgrundlagen der Bevölkerung im Bezirk Moba der Provinz Katanga,"717.355,46 €",2301/68706,zivil
"",2012,BMZ,Kongo DR,Programm Förderung der privaten Wirtschaft und zivilen Gesellschaft,"380.715,78 €",2301/89603,zivil
"",2012,BMZ,Kongo DR,Unterstützung der Einführung und Umsetzung eines Zertifizierungssystems für mineralische Rohstoffe,"1.075.272,67 €",2301/89603,zivil
"",2012,BMZ,Kongo DR,Programm Biodiversitätserhalt und nachhaltige Waldbewirtschaftung (TZ-Modul),"11.312.277,83 €",2301/89603,zivil
"",2012,BMZ,Kongo DR,Wirtschaftliche Integration benachteiligter Jugendlicher und junger Erwachsener in Maniema,"248.405,98 €",2301/89603,zivil
"",2012,BMZ,Kongo DR,Wirtschaftliche Stärkung der Provinzen Maniema und Süd Kivu durch arbeitsmarktorientierte Bildung,"1.571.980,63 €",2301/89603,zivil
"",2012,BMZ,Kongo DR,Bau und Ausstattung eines Labor- und Unterrichtsgebäudes für eine medizinische Fakultät,"102.538,32 €",2302/89604,zivil
"",2012,BMZ,Kongo DR,Bau und Ausstattung eines neuen Unterrichtsgebäudes einer medizinischen Fakultät im Ost-Kongo,"6.123,44 €",2302/89604,zivil
"",2012,BMZ,Kongo DR,Aids-Bekämpfung durch kirchliche Einrichtungen im Ostkongo,"3.400,00 €",2302/89604,zivil
"",2012,BMZ,Kongo DR,"Bildungsqualifizierung, Friedenserziehung, HIV/AIDS Prävention in drei Provinzen","57.256,28 €",2302/89604,zivil
"",2012,BMZ,Kongo DR,Förderung einer umwelt- und sozialverträglichen Ressourcenpolitik in der Provinz Süd-Kivu,"9.800,00 €",2302/89604,zivil
"",2012,BMZ,Kongo DR,"Förderung lokalen Handwerks, Lehrlingsausbildung, Integration ehemaliger Kindersoldaten (Fortführung)","48.484,09 €",2302/89604,zivil
"",2012,BMZ,Kongo DR,"Stärkung der Medien- und Lobbyarbeit ""Stoppt die Gewalt gegen Frauen"" im Ostkongo","72.175,17 €",2302/89604,zivil
"",2012,BMZ,Kongo DR,Qualitätssicherung des höheren Bildungswesens protestantischer Kirchen in langjähriger Krisenregion,"94.318,04 €",2302/89604,zivil
"",2012,BMZ,Kongo DR,Interkulturelles Forschungs- und Dialogprogramm für Frieden+ Entwicklung Schwerpunkt Kivuregion Ff.,"120.000,00 €",2302/89604,zivil
"",2012,BMZ,Kongo DR,"Berufspraktische Ausbildungskurse für Jungen und Mädchen, u.a. für ehemalige Kindersoldaten","83.187,37 €",2302/89604,zivil
"",2012,BMZ,Kongo DR,Lehrerfortbildung und Qualifizierung kirchlicher Primar- und Sekundarschulen in einem Krisengebiet,"326.733,18 €",2302/89604,zivil
"",2012,BMZ,Kongo DR,Ernährungssicherung und Frauenförderung auf einer dicht besiedelten Insel (Fortführung),"22.129,05 €",2302/89604,zivil
"",2012,BMZ,Kongo DR,"Kirchliche Förderung von Demokratie, Dezentralisierung und Selbsthilfe Katanga (Fortführung)","32.539,17 €",2302/89604,zivil
"",2012,BMZ,Kongo DR,Kapazitätsstärkung einer kirchlichen Hochschule mit dem Schwerpunkt Pädagogik und angewandte Technik,"127.318,29 €",2302/89604,zivil
"",2012,BMZ,Kongo DR,Wiederaufbau eines Tagungs- und Begegnungszentrums nach einem Vulkanausbruch,"49.000,00 €",2302/89604,zivil
"",2012,BMZ,Kongo DR,Hochschul- und Berufsqualifizierung Schwerpunkt Medizin und Umweltmanagement in Post-Konfliktregion,"203.236,70 €",2302/89604,zivil
